group_id,title,published_at,url,keywords,timestamp
1,Photos: Andre Lima's bite-mark Las Vegas tattoo trip after UFC on ESPN 53,2024-03-24T05:00:13Z,https://mmajunkie.usatoday.com/gallery/andre-lima-ufc-espn-53-bitten-bite-igor-severino-tattoo-dana-white-bonus-photos-gallery-mma,"Photos, Andre, Lima's, trip.",2024-03-25 08:43:23
2,Severino disqualified for biting Lima in UFC fight,2024-03-24T08:03:42Z,https://www.bbc.co.uk/sport/mixed-martial-arts/68649309,"Severino, disqualified, biting, Lima",2024-03-25 08:43:23
3,Tower 54-storeys high planned for City of London,2024-03-24T07:58:16Z,https://www.bbc.co.uk/news/uk-england-london-68638356,"Tower, 54-storeys, City, London",2024-03-25 08:43:23
4,Rangers nip rival Panthers in thrilling shootout win,2024-03-24T03:18:38Z,https://nypost.com/2024/03/23/sports/rangers-nip-rival-panthers-in-thrilling-shootout-win/,"Rangers, Panthers, thrilling, shootout",2024-03-25 08:43:23
1,Expect Gerrit Cole to continue his Yankees mentorship even from injured list,2024-03-24T00:21:52Z,https://nypost.com/2024/03/23/sports/gerrit-cole-could-continue-his-yankees-mentorship-from-il/,"expect, Gerrit Cole, Yankees mentorship, injured list",2024-03-25 08:45:33
2,Rep. Cammack concerned about AI's impact on 2024 election: 'Critical issue',2024-03-24T06:00:47Z,https://www.foxnews.com/tech/rep-cammack-concerned-ai-impact-2024-election-critical-issue,"Rep, Cammack, concerned, impact, election, critical, issue",2024-03-25 08:45:33
3,Rangers nip rival Panthers in thrilling shootout win,2024-03-24T03:18:38Z,https://nypost.com/2024/03/23/sports/rangers-nip-rival-panthers-in-thrilling-shootout-win/,"Rangers, Panthers, thrilling, shootout, win",2024-03-25 08:45:33
4,OPS opts for LS poll seeking an identity of his own,2024-03-24T02:44:25Z,https://timesofindia.indiatimes.com/india/ops-opts-for-ls-poll-seeking-an-identity-of-his-own/articleshow/108742795.cms,"OPS, opts, LS, poll",2024-03-25 08:45:33
1,Kate Middleton and Prince William ‘enormously touched’ by support: palace,2024-03-24T00:21:45Z,https://nypost.com/2024/03/23/world-news/kate-middleton-and-prince-william-enormously-touched-by-support/,"Kate, Middleton, Prince, William",2024-03-25 09:04:06
2,Three Mets relievers battling for final two spots in bullpen,2024-03-24T08:52:57Z,https://nypost.com/2024/03/24/sports/three-mets-relievers-battling-for-final-two-spots-in-bullpen/,"Mets, relievers, final, bullpen",2024-03-25 09:04:06
3,Your pictures on the theme of 'reflections',2024-03-24T00:06:44Z,https://www.bbc.co.uk/news/in-pictures-68615860,"Your, pictures, theme, reflections",2024-03-25 09:04:06
4,The media mob’s free pass for the Bidens at any sign of scrutiny is no accident – they’re all in on it,2024-03-24T01:41:26Z,https://nypost.com/2024/03/23/opinion/when-there-is-scrutiny-among-the-bidens-the-media-gives-them-a-pass/,"media, scrutiny, accident, in",2024-03-25 09:04:06
1,'I want to use my voice' - Olympic ChangeMakers will 'give back' to communities,2024-03-25T00:01:25Z,https://www.bbc.co.uk/sport/olympics/68651696,"voice, Olympic, ChangeMakers, communities",2024-03-26 06:15:39
2,Gen Z couple stunned to discover they got pregnant a week after meeting: ‘A roller coaster’,2024-03-25T01:01:30Z,https://nypost.com/2024/03/24/lifestyle/gen-z-couple-stunned-to-discover-they-got-pregnant-a-week-after-meeting/,"Gen, Z, couple, pregnant",2024-03-26 06:15:39
3,GB deliver best world championship medal haul,2024-03-25T00:18:39Z,https://www.bbc.co.uk/sport/disability-sport/68652535,"GB, deliver, best, world",2024-03-26 06:15:39
4,Michael Porter Jr. Sets Denver Nuggets Record For Most Three-Pointers Made In A Season,2024-03-25T03:57:28Z,https://www.forbes.com/sites/joelrush/2024/03/24/michael-porter-jr-sets-denver-nuggets-record-for-most-three-pointers-made-in-a-season/,"Michael, Porter, Nuggets, Three-Pointers.",2024-03-26 06:15:39
1,'What have I let myself in for?' Mum-to-be Rutter's Olympic bid,2024-03-26T06:11:05Z,https://www.bbc.co.uk/sport/shooting/68657827,"Mum-to-be, Rutter's, Olympic, bid",2024-03-27 06:15:03
2,Pidilite Ind shares up 1.22% as Nifty drops,2024-03-26T05:51:34Z,https://economictimes.indiatimes.com/markets/stocks/stock-watch/pidilite-ind-shares-up-1-22-as-nifty-drops/articleshow/108779949.cms,"Pidilite, shares, Nifty, drops",2024-03-27 06:15:03
3,Biggest challenge facing new Boeing CEO is winning over airlines,2024-03-26T02:04:37Z,https://economictimes.indiatimes.com/news/international/business/biggest-challenge-facing-new-boeing-ceo-is-winning-over-airlines/articleshow/108773996.cms,"Biggest, challenge, facing, winning",2024-03-27 06:15:03
4,Don’t miss this chance to get 25% off Amazon’s portable treadmill,2024-03-26T00:45:00Z,https://nypost.com/2024/03/25/shopping/this-best-selling-portable-treadmill-is-25-off-on-amazon/,"Chance, 25%, Amazon, treadmill",2024-03-27 06:15:03
1,Washington fire chief strangled wife to death on day he planned to leave her for longtime mistress: cops,2024-03-27T00:46:37Z,https://nypost.com/2024/03/26/us-news/washington-firefighter-strangled-wife-to-death-claimed-she-had-seizure-cops/,"Washington, fire, chief, strangled, wife, death, day, planned, leave, longtime",2024-03-28 06:15:16
2,Road House (Spoiler-Free) Review: A Reboot With Loose MMA Ties,2024-03-27T05:37:14Z,https://www.forbes.com/sites/brianmazique/2024/03/27/road-house-spoiler-free-review-a-reboot-with-loose-mma-ties/,"Road, House, Reboot, MMA",2024-03-28 06:15:16
3,Yankees’ Oswaldo Cabrera peaking at right time to replace DJ LeMahieu,2024-03-27T03:52:46Z,https://nypost.com/2024/03/26/sports/yankees-oswaldo-cabrera-peaking-at-right-time-to-replace-dj-lemahieu/,"Yankees, Oswaldo, Cabrera, LeMahieu",2024-03-28 06:15:16
4,The NHL’s schedule-making process is hopelessly broken,2024-03-27T00:28:51Z,https://nypost.com/2024/03/26/sports/the-nhls-schedule-making-process-is-hopelessly-broken/,"NHL, schedule-making, process, broken",2024-03-28 06:15:16
1,Focus On Employee Strengths If You Want To Fix Your Performance Reviews,2024-03-28T02:32:04Z,https://www.forbes.com/sites/alexanderpuutio/2024/03/27/focus-on-employee-strengths-if-you-want-to-fix-your-performance-reviews/,"Focus, Employee, Strengths, Reviews",2024-03-29 06:14:56
2,BJP appoints CR Kesavan as national spokesperson,2024-03-28T03:51:46Z,https://timesofindia.indiatimes.com/india/bjp-appoints-cr-kesavan-as-national-spokesperson/articleshow/108835706.cms,"BJP, appoints, CR Kesavan, national, spokesperson",2024-03-29 06:14:56
3,"Houston Open 2024 Golf Betting Preview, Odds, Picks And Props",2024-03-28T03:12:14Z,https://www.forbes.com/sites/jayginsbach/2024/03/27/houston-open-2024-golf-betting-preview-odds-picks-and-props/,"Houston, Open, Golf, Betting",2024-03-29 06:14:56
4,Are you being influenced into a bad vacation? Try these destination dupes,2024-03-28T00:21:07Z,https://nypost.com/2024/03/27/lifestyle/are-you-being-influenced-into-a-bad-vacation-try-these-destination-dupes/,"influenced, bad, vacation, destination",2024-03-29 06:14:56
1,How the Dream Chaser spaceplane plans to shake up space travel in the future,2024-03-28T10:00:12Z,https://www.foxnews.com/tech/how-dream-chaser-spaceplane-plans-to-shake-up-space-travel-in-future,"Dream, Chaser, spaceplane, future",2024-03-29 11:20:39
2,Lawmakers’ Angry Statements About TikTok Could Hamstring Their Ban,2024-03-28T10:30:00Z,https://www.forbes.com/sites/emilybaker-white/2024/03/28/lawmakers-statements-on-tiktok-may-hamstring-their-ban/,"Lawmakers, Angry, Statements, TikTok, Hamstring, Ban",2024-03-29 11:20:39
3,2 bodies recovered from the Baltimore bridge collapse were 'trapped' inside a submerged pickup truck,2024-03-28T01:58:04Z,https://www.businessinsider.com/baltimore-bridge-2-bodies-recovered-from-submerged-pickup-truck-2024-3,"bodies, trapped, submerged, bridge",2024-03-29 11:20:39
4,How PR And SEO Can Supercharge Your Digital Marketing,2024-03-28T11:00:00Z,https://www.forbes.com/sites/forbesagencycouncil/2024/03/28/how-pr-and-seo-can-supercharge-your-digital-marketing/,"PR, SEO, supercharge, digital marketing",2024-03-29 11:20:39
1,Could artificial intelligence benefit democracy?,2024-03-29T01:27:15Z,https://www.bbc.co.uk/news/uk-politics-68627916,"Could, artificial, intelligence, democracy",2024-03-30 06:14:09
2,Beyond Beyoncé: 6 other black country artists to get your yeehaw up for ‘Cowboy Carter’,2024-03-29T00:49:13Z,https://nypost.com/2024/03/28/entertainment/beyond-beyonce-6-other-black-country-artists-to-get-your-yeehaw-up-for-cowboy-carter/,"Beyoncé, black, country, artists",2024-03-30 06:14:09
3,Tata boom! Love-all-things-Tata portfolio soars by over Rs 9 lakh crore in FY24,2024-03-29T04:48:02Z,https://economictimes.indiatimes.com/markets/stocks/news/tata-boom-love-all-things-tata-portfolio-soars-by-over-rs-9-lakh-crore-in-fy24/articleshow/108867128.cms,"Tata, boom, portfolio, crore",2024-03-30 06:14:09
4,Deciphering crypto sentiment: Inside the crypto Fear and Greed Index,2024-03-29T04:55:23Z,https://economictimes.indiatimes.com/markets/cryptocurrency/deciphering-crypto-sentiment-inside-the-crypto-fear-and-greed-index/articleshow/108867322.cms,"Deciphering, crypto, sentiment, Fear",2024-03-30 06:14:09
1,"Govt not at a standstill due to polls, working to make India a $35 trillion economy by 2047: Piyush Goyal",2024-03-30T00:00:00Z,https://economictimes.indiatimes.com/news/economy/policy/govt-not-at-a-standstill-due-to-polls-working-to-make-india-a-35-trillion-economy-by-2047-piyush-goyal/articleshow/108884435.cms,"Govt, standstill, polls, working",2024-03-31 07:14:06
2,"Sauce Gardner, Jermaine Johnson post wild reactions after Jets’ Haason Reddick trade",2024-03-30T00:31:51Z,https://nypost.com/2024/03/29/sports/sauce-gardner-jermaine-johnson-read-to-jets-haason-reddick-trade/,"Sauce, Gardner, Jermaine, reactions",2024-03-31 07:14:06
3,BSEB Sakshamta Pareeksha result 2024 OUT: 93.39 per cent pass; here's the direct link to check,2024-03-30T03:50:06Z,https://timesofindia.indiatimes.com/education/news/bseb-sakshamta-pareeksha-result-2024-out-93-39-per-cent-pass-heres-the-direct-link-to-check/articleshow/108889713.cms,"BSEB, Sakshamta, Pareeksha, result",2024-03-31 07:14:06
4,Starling Marte proves to be bright spot in Mets’ listless Opening Day loss,2024-03-30T01:55:20Z,https://nypost.com/2024/03/29/sports/starling-marte-proves-to-be-bright-spot-in-mets-opening-day-loss/,"Starling, Marte, bright, Opening Day.",2024-03-31 07:14:06
1,The 5 Types Of B2B CMOs,2024-03-31T04:15:00Z,https://www.forbes.com/sites/kimberlywhitler/2024/03/31/the-5-types-of-b2b-cmos/,"types, B2B, CMOs, important",2024-04-01 07:15:45
2,Four-star IOL includes Florida in top-8 announcement,2024-03-31T00:14:33Z,https://gatorswire.usatoday.com/2024/03/30/floorida-football-recruiting-marcus-garcia-top-8-schools/,"Four-star, IOL, Florida, top-8",2024-04-01 07:15:45
3,"Future March Madness: AI, Digital Identity & Meme Coins Transform Hoops",2024-03-31T02:13:59Z,https://www.forbes.com/sites/digital-assets/2024/03/30/future-march-madness-ai-digital-identity--meme-coins-transform-hoops/,"Future, AI, Digital, Meme Coins, Hoops",2024-04-01 07:15:45
4,The Papers: 'E coli Boat Race' and 'Euros on terror alert',2024-03-31T01:15:03Z,https://www.bbc.co.uk/news/blogs-the-papers-68701876,"Papers, Ecoli, Boat, Euros",2024-04-01 07:15:45
1,JW Marriott Dallas Is A Welcome Addition To The City’s Arts District,2024-04-01T00:24:25Z,https://www.forbes.com/sites/loisaltermark/2024/03/31/jw-marriott-dallas-is-a-welcome-addition-to-the-citys-arts-district/,"Marriott, Dallas, Welcome, Arts.",2024-04-02 07:15:32
2,Billions flood active ETFs in hunt for cheap EM stocks,2024-04-01T00:05:50Z,https://economictimes.indiatimes.com/markets/stocks/news/billions-flood-active-etfs-in-hunt-for-cheap-em-stocks/articleshow/108927867.cms,"Billions, flood, active, ETFs",2024-04-02 07:15:32
3,Carolyn Hax: It’s tough to split kid duty with someone who runs 15 hours a week,2024-04-01T04:00:00Z,https://www.washingtonpost.com/advice/2024/04/01/carolyn-hax-dad-runs-too-much/,"Carolyn, Hax, split, duty.",2024-04-02 07:15:32
4,Florida car chase in 2020 may be linked to Havana syndrome: report,2024-04-01T04:32:51Z,https://nypost.com/2024/04/01/us-news/florida-car-chase-in-2020-may-be-linked-to-mysterious-havana-syndrome/,"Florida, car, chase, Havana, syndrome, report",2024-04-02 07:15:32
1,Israel Gaza: Food charity says aid workers killed in strike,2024-04-02T03:47:22Z,https://www.bbc.com/news/world-68710515?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,"Israel, Gaza, Food, charity",2024-04-03 07:15:04
2,Alex Rodroguez’s lack of cash a red flag in Timberwolves sale saga: source,2024-04-02T00:55:35Z,https://nypost.com/2024/04/01/sports/a-rods-lack-of-cash-a-red-flag-in-timberwolves-sale-saga-source/,"cash, red flag, sale, saga",2024-04-03 07:15:04
3,Islanders keep playoff hopes alive with OT win over Flyers,2024-04-02T01:58:37Z,https://nypost.com/2024/04/01/sports/islanders-keep-playoff-hopes-alive-with-ot-win-over-flyers/,"Islanders, playoff, hopes, win",2024-04-03 07:15:04
4,"Aditya Birla Capital shares jump 7%, Macquarie says stock can double in 3 years",2024-04-02T05:59:40Z,https://economictimes.indiatimes.com/markets/stocks/news/aditya-birla-capital-shares-jump-7-macquarie-says-stock-can-double-in-3-years/articleshow/108964162.cms,"Aditya, Birla, Capital, Macquarie",2024-04-03 07:15:04
1,Video shows charity vehicles destroyed in Gaza air strike,2024-04-02T08:07:38Z,https://www.bbc.co.uk/news/av/world-middle-east-68712254,"Video, charity, vehicles, destroyed",2024-04-03 20:41:52
2,Jeff Bezos snaps up a 3rd Miami-area mansion for $90 million,2024-04-02T16:34:38Z,https://www.businessinsider.com/jeff-bezos-buys-miami-mansion-florida-2024-4,"Jeff, Bezos, mansion, $90 million",2024-04-03 20:41:52
3,A roundtable with LeBron James and SpringHill Company interns helped shape his new men's grooming line inspired by 'The Shop',2024-04-02T17:59:17Z,https://www.businessinsider.com/lebron-james-launches-affordable-mens-grooming-collection-springhill-company-2024-3,"roundtable, LeBron James, SpringHill Company, grooming",2024-04-03 20:41:52
4,"Premier League: Build-up to three games, with Man City & Arsenal in action",2024-04-02T18:33:44Z,https://www.bbc.co.uk/sport/live/football/68429014,"Premier, League, Man, City, Arsenal, action",2024-04-03 20:41:52
1,"Yankees’ hot start fueled by timely hitting, strong situational baseball",2024-04-03T00:54:32Z,https://nypost.com/2024/04/02/sports/yankees-hot-start-fueled-by-timely-hitting-situational-baseball/,"Yankees, Hot, Hitting, Baseball",2024-04-04 07:15:08
2,Mahindra & Mahindra Share Price Live Updates: Mahindra & Mahindra Closes at Rs 1971.95 with 0.6% Monthly Return,2024-04-03T03:02:45Z,https://economictimes.indiatimes.com/markets/stocks/stock-liveblog/mahindra-mahindra-share-price-live-updates-03-apr-2024/liveblog/108990038.cms,"Mahindra, Closes, Rs, Monthly",2024-04-04 07:15:08
3,Strange rock uncovered during sea search turns out to be ancient battle gear,2024-04-03T02:12:06Z,https://nypost.com/2024/04/02/world-news/strange-rock-uncovered-during-sea-search-turns-out-to-be-ancient-battle-gear/,"Strange, Rock, Ancient, Battlegear",2024-04-04 07:15:08
4,Yankees suffer first loss of season in blowout defeat to Diamondbacks,2024-04-03T04:18:35Z,https://nypost.com/2024/04/03/sports/yankees-suffer-first-loss-of-season-in-defeat-to-diamondbacks/,"Yankees, Loss, Blowout, Defeat",2024-04-04 07:15:08
1,Paul fight will be an exhibition bout - Tyson,2024-04-03T10:36:03Z,https://www.bbc.co.uk/sport/boxing/68704453,"Fight, Exhibition, Tyson, Paul",2024-04-04 19:11:58
2,Disney's Bob Iger has won the long proxy battle against Nelson Peltz,2024-04-03T17:28:09Z,https://www.businessinsider.com/disney-bob-iger-wins-proxy-vote-against-nelson-peltz-trian-2024-4,"Disney, Bob, Iger, Won",2024-04-04 19:11:58
3,Some top schools are bringing back ACT and SAT requirements — but most colleges are still test-optional. Here's what you need to know.,2024-04-03T09:25:02Z,https://www.businessinsider.com/do-colleges-require-standardized-testing-sat-admissions-what-it-means-2024-3,"Top, Colleges, Test-Optional, Know",2024-04-04 19:11:58
4,Stock market today: US indexes slide on strong jobs data as traders await Fed comments,2024-04-03T13:41:01Z,https://markets.businessinsider.com/news/stocks/stock-market-today-fed-rate-cuts-outlook-jobs-adp-economy-2024-4,"Stock, Market, Us, Fed",2024-04-04 19:11:58
1,England's Welch selected as Olympic football referee,2024-04-03T15:27:23Z,https://www.bbc.co.uk/sport/football/68726491,"England, Welch, Selected, Olympic",2024-04-04 19:37:45
2,Watch: Taiwan quake makes waves in rooftop pool,2024-04-03T13:44:45Z,https://www.bbc.co.uk/news/av/world-asia-68725673,"Watch, Taiwan, Quake, Waves",2024-04-04 19:37:45
3,Trabzonspor to play six games behind closed doors,2024-04-03T13:14:15Z,https://www.bbc.co.uk/sport/football/68724647,"Trabzonspor, Play, Six, Closed Doors",2024-04-04 19:37:45
4,"More than 50,000 flee Haiti's gang-run capital",2024-04-03T11:59:05Z,https://www.bbc.co.uk/news/world-latin-america-68722178,"50,000, Flee, Haiti'S, Gang-Run",2024-04-04 19:37:45
1,You're going to pay more to check a bag on JetBlue this summer,2024-04-03T13:25:27Z,https://www.businessinsider.com/jetblue-surge-pricing-baggage-fees-peak-season-costs-more-2024-4,"Pay, Check, Bag, Jetblue",2024-04-04 20:14:10
2,"I sailed on the world's 2 largest cruise ships. The older one was just as good — and $1,000 cheaper.",2024-04-03T09:00:02Z,https://www.businessinsider.com/royal-caribbean-largest-cruise-ships-wonder-icon-compared-2024-4,"Sailed, World, Largest, Cruise",2024-04-04 20:14:10
3,"Earthquake hits Taiwan, setting off tsunami alerts",2024-04-03T01:02:02Z,https://www.bbc.co.uk/news/world-asia-68719996,"Earthquake, Taiwan, Tsunami, Alerts",2024-04-04 20:14:10
4,"A sexual health company has sued Gwyneth Paltrow's Goop for copyright infringement, saying the association is 'harmful' to its brand",2024-04-03T16:05:34Z,https://www.businessinsider.com/gwyneth-paltrow-goop-sued-good-clean-love-inc-2024-4,"Sexual, Health, Company, Lawsuit",2024-04-04 20:14:10
1,Winning Euros & remembering dad - Daly's life in tattoos,2024-04-04T06:14:33Z,https://www.bbc.co.uk/sport/av/football/68728854,"Winning, Euros, Remembering, Dad, Daly, Life, Tattoos",2024-04-05 07:15:07
2,LA residents fume as neighbor’s yard covered by mountains of trash in affluent neighborhood : ‘We are fed up’,2024-04-04T01:38:44Z,https://nypost.com/2024/04/03/us-news/la-residents-fume-as-neighbors-yard-covered-in-trash/,"La, Residents, Trash, Affluent",2024-04-05 07:15:07
3,LAPD cop who once warned against drunk driving busted for DUI with BAC twice the legal limit,2024-04-04T03:34:26Z,https://nypost.com/2024/04/03/us-news/lapd-cop-who-warned-against-drunk-driving-online-busted-for-dui/,"Lapd, Cop, Dui, Bac",2024-04-05 07:15:07
4,Fears for Gazans as aid groups halt work over deadly Israeli strike,2024-04-04T00:33:54Z,https://www.bbc.com/news/world-middle-east-68728378?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,"Gazans, Aid, Groups, Deadly",2024-04-05 07:15:07
1,Why Larry David Is Worth Less Than Half Of Billionaire Jerry Seinfeld,2024-04-04T10:00:00Z,https://www.forbes.com/sites/mattcraig/2024/04/03/larry-david-net-worth-curb-your-enthusiasm-jerry-seinfeld-billionaire/,"Larry David
Billionaire
Existence
$900 Million",2024-04-05 11:00:32
2,Parents of murdered stalking victim 'finally' feel supported,2024-04-04T00:21:06Z,https://www.bbc.co.uk/news/uk-england-68656095,"Parents
Murdered
Stalking
Supported",2024-04-05 11:00:32
3,Top judges urge UK to stop arms sales to Israel,2024-04-04T02:23:41Z,https://www.bbc.co.uk/news/uk-68729302,"Urge, Arms, Israel, Judges",2024-04-05 11:00:32
